"PopDensity","Under18","MeanMaxTemp","MeanMaxRelHum","MeanMinRelHum","MeanMeanAbsHum","Lat","Lat2","looic","p_loo"
TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0,0
FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0,0
TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,0,0
FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,0,0
TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,0,0
FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,0,0
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0,0
FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0,0
TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0,0
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0,0
TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,0,0
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,0,0
TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,0,0
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,0,0
TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0,0
FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0,0
TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0,0
FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0,0
TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0,0
FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0,0
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0,0
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0,0
TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0
FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0
TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0,0
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0,0
TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0,0
FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0,0
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,0,0
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,0,0
TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,0,0
FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,0,0
TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,0,0
FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,0,0
TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,0,0
FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,0,0
TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,0
FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,0
TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,0
FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,0
TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,0,0
FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,0,0
TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,0,0
FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,0,0
TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,0,0
FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,0,0
TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,0,0
FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,0,0
TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0
FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0
TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0
FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0
TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0
FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0
TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0
TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,0,0
FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,0,0
TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,0,0
FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,0,0
TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,0
FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,0
TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,0
FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,0
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,0,0
FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,0,0
TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,0,0
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,0,0
TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0,0
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0,0
TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0,0
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0,0
TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0,0
FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0,0
TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0,0
FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0,0
TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,0
FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,0
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,0
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,0
TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0
FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0
TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0,0
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0,0
TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0,0
FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0,0
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0,0
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0,0
TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0,0
FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0,0
TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0
FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0
TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0
FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0
TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0
FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0
TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0
FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0
TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,0,0
FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,0,0
TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,0,0
FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,0,0
TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,0
FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,0
TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,0
FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,0
TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0
FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0
TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0
FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0
TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0
FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0
TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0
TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0,0
FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0,0
TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0,0
FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0,0
TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0,0
FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0,0
TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0,0
FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0,0
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0
FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0
TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0
TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0
TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0
TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0
FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0
TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0
FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0
TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0
FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0
TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0
FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0
TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0
TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0
FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0
TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0
FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0
TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0
FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0
TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0
FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0
TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0
FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0
TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0
FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0
TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0
FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0
TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0
FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0
TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0
FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0
TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0
TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0
FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0
TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0
FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0
TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0
FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0
TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0
FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0
FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0
TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0
TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0
TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0
TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0
FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0
TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0
FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0
TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0
FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0
TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0
FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0
TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0
